path,product_title,price,size,color,SKU,Description,Category,thumbnail
Home/Clothing/Women/Bottoms/Pants|Clothing/Promotions/Pants|Clothing/Collections/Performance Fabrics|Clothing,Karmen Yoga Pant,£39.00,"28, 29","Black, Gray, White",WP01,"Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.,• Light blue parachute pants.,• Power mesh internal waistband for support.,• Internal waistband pocket.,• Antimicrobial finish.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp01-gray_main-600x744.jpg
Home/Clothing/Men/Bottoms/Pants|Clothing/Promotions/Pants|Clothing/Collections/New Luma Yoga Collection|Clothing,Kratos Gym Pant,£57.00,"32, 33, 34, 36","Black, Blue, Green",MP05,"Like it’s namesake god of strength, the Kratos Gym Pant help you bring your best to bear on weight-based, plyometric and endurance exercise. They stretch and support in all the right places while ultra-light construction and moisture-wicking technology provide comfort.,• Navy cotton straight leg pants.,• Relaxed fit. ,• 2 side-seam pockets. ,• Internal zip pocket. ,• Drawstring waist. ,• Machine wash/dry.",New Luma Yoga Collection|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp05-blue_main-600x744.jpg
Home/Clothing/Women/Tops/Tees|Clothing/Promotions/Tees|Clothing/Collections/Performance Fabrics|Clothing,Karissa V-Neck Tee,£32.00,"XS, S, M, L, XL","Green, Red, Yellow",WS10,"The Karissa V-Neck Tee features a semi-fitted shape that’s flattering for every figure. You can hit the gym with confidence while it hugs curves and hides common “problem” areas.,• Pink heather soft v-neck tee. ,• Luma signature micro sleeves.,• Semi-fitted. ,• Machine wash/dry.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws10-red_main-600x744.jpg
Home/Clothing/Men/Tops/Jackets,Orion Two-Tone Fitted Jacket,£72.00,"XS, S, M, L, XL","Black, Red, Yellow",MJ07,"While you’re getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.,• Red full zip fleece with gray insets.,• Double-knit construction.,• Full athletic cut.,• Set in sleeves.,• Front pouch pocket.",Jackets,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj07-red_main-600x744.jpg
Home/Clothing/Men/Bottoms/Shorts|Clothing/Promotions/Men Sale|Clothing,Orestes Fitness Short,£35.00,"32, 33, 34, 36","Black, Blue, Green",MSH08,"You’re out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won’t complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.,• Black shorts with dark gray accents.,• Elasticized waistband with interior drawstring.,• Ventilating mesh detailing.,• 100% polyester and recycled polyester.,• Machine wash cold, tumble dry low.",Men Sale|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh08-black_main-600x744.jpg
Home/Clothing/Men/Bottoms/Pants|Clothing/Promotions/Pants|Clothing/Collections/Erin Recommends|Clothing,Orestes Yoga Pant,£66.00,"32, 33, 34, 36","Black, Blue, Green",MP10,"The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.,• A yoga essential.,• Breathable stretch organic cotton/spandex.,• Standard Fit.",Erin Recommends|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp10-black_main-600x744.jpg
Home/Clothing/Women/Tops/Bras & Tanks|Clothing/Collections/New Luma Yoga Collection|Clothing/Collections/Erin Recommends|Clothing,Nora Practice Tank,£39.00,"XS, S, M, L, XL","Orange, Purple, Red",WT03,"A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!,• Pink stripped tank with side rouching.,• Pre-shrunk.,• Garment dyed.,• 92% Organic Cotton/8% Lycra.",Erin Recommends|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt03-red_main-600x744.jpg
Home/Clothing/Women/Tops/Jackets|Clothing/Promotions/Women Sale|Clothing/Collections/Performance Fabrics|Clothing,Olivia 1/4 Zip Light Jacket,£77.00,"XS, S, M, L, XL","Black, Blue, Purple",WJ12,"Running errands or headed to the gym, you just want to be comfortable. The Olivia Light Jacket promises that, plus a laid-back look. This zip-up is designed with shoulder stripes for an athletic touch, and banded waist and contoured seams for a flattering silhouette.,• Loose fit.• Reflectivity.• Flat seams.• Machine wash/dry.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj12-blue_main-600x744.jpg
Home/Clothing/Women/Tops/Bras & Tanks|Clothing/Collections/Performance Fabrics|Clothing,Nona Fitness Tank,£39.00,"XS, S, M, L, XL","Blue, Purple, Red",WT04,"It doesn’t matter if your goal is 5 miles or an hour of Vinyasa, because our Nona Fitness Tank does it all. You don’t have to sacrifice either — this v-neck top features smooth, chafe-free seams and a breathable mesh back insert. Cute, too.,• Blue/white striped mesh tank.,• Relaxed fit. ,• Chafe-resistant trim around armholes and collar. ,• Machine wash/dry.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt04-blue_main-600x744.jpg
Home/Clothing/Women/Tops/Jackets|Clothing/Collections/New Luma Yoga Collection|Clothing/Collections/Performance Fabrics|Clothing,Nadia Elements Shell,£69.00,"XS, S, M, L, XL","Black, Orange, Yellow",WJ10,"Protect yourself from wind and rain in the stylish Nadia Elements Shell. It repels water using hydro-resistant fabric, with fleece lining that adds a touch of warmth. It’s finished with bold contrast zippers, adjustable cuffs and a hood.,• Zippered front. ,• Zippered side pockets. ,• Drawstring-adjustable waist and hood. ,• Machine wash/line dry.,• Light blue 1/4 zip pullover.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj10-yellow_main-600x744.jpg
Home/Clothing/Women/Tops/Jackets|Clothing/Collections/New Luma Yoga Collection|Clothing,Neve Studio Dance Jacket,£69.00,"XS, S, M, L, XL","Black, Blue, Orange",WJ11,"If you’re constantly on the move, the Neve Studio Dance Jacket is for you. It’s not just for dance, either, with a tight fit that works as a mid-layer. The reversible design makes it even more versatile.,• Bright blue 1/4 zip pullover.,• CoolTech™ liner is sweat-wicking.,• Sleeve thumbholes.,• Zipper garage to protect your chin.,• Stretchy collar drawcords.",New Luma Yoga Collection|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj11-blue_main-600x744.jpg
Home/Clothing/Men/Bottoms/Pants|Clothing/Promotions/Pants|Clothing/Collections/Eco Friendly|Clothing,Mithra Warmup Pant,£28.00,"32, 33, 34, 36","Gray, Green, Orange",MP06,"When you’re not sure you’re up to the weather, don the Mithra Warmup Pant for a confidence boost. Its supersoft, stretchy fabric and fleece-like finish help prep your muscles and ease your mind. Designed for relaxed, easy-wear fit with handy ankle zips.,• Ankle zips.,• Elasticized waistband with draw cord.,• Dual hand pockets.,• Reflective elements for low-light safety.",Eco Friendly|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp06-gray_main-600x744.jpg
Home/Clothing/Women/Tops/Hoodies & Sweatshirts|Clothing/Collections/New Luma Yoga Collection|Clothing/Collections/Erin Recommends|Clothing,Mona Pullover Hoodlie,£57.00,"XS, S, M, L, XL","Green, Orange, Purple",WH01,"Whether you’re after energizing activity or eye-catching apparel, the Mona Pullover is what you want. You’ll stay warm and look fashionable, wherever you are., • Light green heathered hoodie. , • Long-Sleeve, pullover., • Long elliptical hem for extra coverage., • Deep button placket for layering., • Double rib design., • Mid layer, mid weight., • 98% Merino Wool / 2% Spandex",Erin Recommends|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh01-green_main-600x744.jpg
Home/Clothing/Men/Tops/Jackets,Montana Wind Jacket,£49.00,"XS, S, M, L, XL","Black, Green, Red",MJ03,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.,Adjustable hood. ,Split pocket. ,Thumb holes. ,Machine wash/hang to dry.",Jackets,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj03-black_main-600x745.jpg
Home/Clothing/Women/Tops/Tees|Clothing/Promotions/Tees|Clothing/Promotions/Women Sale|Clothing,Minerva LumaTech™ V-Tee,£32.00,"XS, S, M, L, XL","Black, Blue, Red",WS08,"Don’t be fooled by the simple design of our Minerva LumaTech™ V-Neck Tee. This classic training top features the same serious sweat-wicking technology as some of the more expensive tees in our lineup.,• Navy blue heather soft v-neck tee.,• Flatlock seams for chafe-free comfort.,• Relaxed cut.,• Ultra-lightweight fabric.,• Machine wash/dry.",Women Sale|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws08-blue_main-600x744.jpg
Home/Clothing/Women/Bottoms/Shorts,Mimi All-Purpose Short,£44.00,"28, 29, 30, 31, 32","Gray, Green, White",WSH09,"You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.,• Gray/seafoam two-layer shorts.,• Water-resistant construction.,• Inner mesh brief for breathable support.,• 2.0″ inseam.,• Reflective trim for visibility.",Shorts,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh09-gray_main-600x744.jpg
Home/Clothing/Women/Tops/Hoodies & Sweatshirts,Miko Pullover Hoodie,£69.00,"XS, S, M, L, XL","Blue, Orange, Purple",WH04,"After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You’ll find it’s fashionable enough for the streets, but comfy enough to relax in at home.,• Teal two-tone hoodie.,• Low scoop neckline.,• Adjustable hood drawstrings.,• Longer rounded hemline for extra back coverage.,• Long-Sleeve style.",Hoodies & Sweatshirts,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh04-blue_main-600x744.jpg
Home/Clothing/Men/Tops/Tanks,Rocco Gym Tank,£24.00,"XS, S, M, L, XL",Blue,MT05,"Weights? Heavy Bag? Bikram? However you get sweaty, you’ll be prepared with the moisture-wicking all-purpose Rocco Gym Tank. The free-moving cut gives you maximum range of motion, with flatlock seams to eliminate chafing.,• Light blue heather gray tank.,• Quick-drying, moisture-wicking.,• 4-way stretch construction.,• Flatlock seams prevent chafing.,• Mesh at back for breathability.,• 100% Polyester.,• UPF 50 protection.",Tanks,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt05-blue_main-600x744.jpg
Home/Gear/Bags|Collections/New Luma Yoga Collection,Rival Field Messenger,£45.00,,,24-MB06,"The Rival Field Messenger packs all your campus, studio or trail essentials inside a unique design of soft, textured leather – with loads of character to spare. Two exterior pockets keep all your smaller items handy, and the roomy interior offers even more space.",New Luma Yoga Collection,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb06-gray-0-600x744.jpg
Home/Clothing/Men/Bottoms/Shorts|Clothing/Promotions/Men Sale|Clothing/Collections/Erin Recommends|Clothing,Rapha  Sports Short,£35.00,"32, 33, 34, 36","Black, Blue, Purple",MSH07,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.,• Black shorts with royal accents.,• Compression liner. ,• Inseam: 8″. ,• Machine wash/dry.",Erin Recommends|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh07-black_main-600x744.jpg
Home/Clothing/Women/Tops/Jackets,Riona Full Zip Jacket,£60.00,"XS, S, M, L, XL","Brown, Green, Red",WJ05,"The Riona Basic Zip Jacket makes the perfect extra layer for cold-weather workouts. It features amazing breathability and moisture management, but full-length zipper lets you moderate your core temperature even more.,• Brown heather full zip rouched jacket.,• Side hand pockets for extra storage.,• High collar.,• Thick cuffs for extra coverage.,• Durable, shape retention material to longer wear.",Jackets,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj05-brown_main-600x744.jpg
Home/Gear/Fitness Equipment,Quest Lumaflex™ Band,£19.00,,,24-UG01,"From leg extensions and standing squats to a full range of floor routines, the Quest Strength Band brings your own personal gym with you everywhere you go. Designed to add extra resistance to any training session, this strength band helps you tone and define your muscles. You’ll love the extra comfort of its grippy handles and adjustable design.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug01-bk-0-600x744.jpg
Home/Clothing/Women/Tops/Tees|Clothing/Promotions/Tees|Clothing/Collections/Performance Fabrics|Clothing,Radiant Tee,£22.00,"XS, S, M, L, XL","Blue, Orange, Purple",WS12,"So light and comfy, you’ll love the Radiant Tee’s organic fabric, feel, performance and style. You may never want to stop moving in this shirt.,• Salmon soft scoop neck tee.,• Athletic, semi-form fit.,• Flat seams prevent chafing.,• 67% Organic Cotton / 28% Hemp / 5% Spandex.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws12-orange_main-600x744.jpg
Home/Gear/Fitness Equipment,Pursuit Lumaflex™ Tone Band,£16.00,,,24-UG02,"Save your knees and joints while strengthening arms, legs and core with the Pursuit Lumaflex™ Tone Band. This ultra-durable training tool lets you complete a full-body workout free of bulky machines or free weights.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug02-bk-0-600x744.jpg
Home/Gear/Bags|Collections/Performance Fabrics,Push It Messenger Bag,£45.00,,,24-WB04,"The name says so, but the Push It Messenger Bag is much more than a busy commuter’s tote. It’s a closet away from home when you’re pedaling from class or work to gym and back or home again. It’s the perfect size and shape for laptop, folded clothes, even extra shoes.",Performance Fabrics,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb04-blue-0-600x744.jpg
Home/Clothing/Men/Tops/Tanks,Primo Endurance Tank,£29.00,"XS, S, M, L, XL","Blue, Red, Yellow",MT03,"Chances are your workout goes beyond free weights, which is why the Primo Endurance Tank employs maximum versatility. Run, lift or play ball – this breathable mesh top will keep you cool during all your activities.,• Red heather tank with gray pocket.,• Chafe-resistant flatlock seams. ,• Relaxed fit. ,• Contrast topstitching.,• Machine wash/dry.",Tanks,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt03-red_main-600x744.jpg
Home/Clothing/Women/Bottoms/Pants|Clothing/Promotions/Pants|Clothing/Collections/Erin Recommends|Clothing,Portia Capri,£49.00,"28, 29","Blue, Green, Orange",WP13,"From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you’re bending and stretching, while contrast stripes promise a dash of sporty style.,• Salmon heather capri sweats.,• Relaxed fit, high waist. ,• Inseam: 21″. ,• Wide elastic waistband. ,• Machine wash/dry.",Erin Recommends|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp13-orange_main-600x744.jpg
Home/Clothing/Men/Tops/Jackets,Proteus Fitness Jackshirt,£45.00,"XS, S, M, L, XL","Black, Blue, Orange",MJ12,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona® technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you’re riding a bike or replacing a sink valve.,• 1/4 zip. Stand-up collar. ,• Machine wash/dry.,• Quilted inner layer.",Jackets,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj12-orange_main-600x744.jpg
Home/Clothing/Women/Tops/Bras & Tanks,Prima Compete Bra Top,£24.00,"XS, S, M, L, XL","Blue, Purple, Yellow",WB04,"Pull on the Prima Compete Bra Top and you’ll love the fabric: soft, stretchy, and ultra lightweight. But you’ll also love the racerback cut, for freer movement through all your athletic feats. ,`,• Colorblocked details.,• Machine wash/line dry.",Bras & Tanks,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb04-blue_main-600x744.jpg
Home/Gear/Bags|Collections/New Luma Yoga Collection,Overnight Duffle,£45.00,,,24-WB07,"For long weekends away, camping outings and business trips, the Overnight Duffle can’t be beat. The dual handles make it a cinch to carry, while the durable waterproof exterior helps you worry less about the weather. With multiple organizational pockets inside and out, it’s the perfect travel companion.",New Luma Yoga Collection,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb07-brown-0-600x744.jpg
Home/Clothing/Men/Bottoms/Shorts|Clothing/Promotions/Men Sale|Clothing,Pierce Gym Short,£27.00,"32, 33, 34, 36","Black, Gray, Red",MSH12,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.,• Dark red cotton shorts. ,• 87% Supplex, 13% Lycra.,• Adjustable drawstring waistband.,• Built-in mesh brief.,• Machine wash cold, tumble dry low.",Men Sale|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh12-red_main-600x744.jpg
Home/Clothing/Women/Tops/Hoodies & Sweatshirts|Clothing/Collections/New Luma Yoga Collection|Clothing/Collections/Erin Recommends|Clothing,Phoebe Zipper Sweatshirt,£59.00,"XS, S, M, L, XL","Gray, Purple, White",WH07,"A sophisticated layer of warmth awaits you in our full-zip sweatshirt jacket. You’ll reach for this one in any season to enjoy its sturdy exterior and plush interior.,• Gray full zip hoodie with yellow detail.,• Hand-warmer pockets. ,• Zip MP3 pocket with outlet for earphones wire. ,• Polyester/cotton. ,• Washable.",Erin Recommends|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh07-gray_main-600x744.jpg
Home/Clothing/Men/Tops/Hoodies & Sweatshirts,Oslo Trek Hoodie,£42.00,"XS, S, M, L, XL","Brown, Purple, Red",MH08,"Chilly weather is just an excuse to throw on your toasty, handsome new Oslo Trek Hoodie. It features an adjustable drawstring hood and a kangaroo pocket for extra hand warmth. The ultra-soft, cozy lining will have you wishing for more brisk days.,• Brown hoodie with black detail.,• Pullover. ,• Adjustable drawstring hood. ,• Ribbed cuffs/waistband. ,• Machine wash/dry.",Hoodies & Sweatshirts,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh08-brown_main-600x744.jpg
Home/Gear/Fitness Equipment,Sprite Stasis Ball 65 cm,£27.00,65 cm,Blue,24-WG082-blue,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-600x600.jpg
Home/Gear/Fitness Equipment,Sprite Stasis Ball 65 cm,£27.00,65 cm,Gray,24-WG082-gray,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-gray-600x600.jpg
Home/Gear/Fitness Equipment,Sprite Stasis Ball 55 cm,£23.00,55 cm,Blue,24-WG081-blue,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-600x600.jpg
Home/Gear/Fitness Equipment,Sprite Stasis Ball 65 cm,£27.00,65 cm,Red,24-WG082-pink,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-pink-600x600.jpg
Home/Gear/Fitness Equipment,Sprite Stasis Ball 55 cm,£23.00,55 cm,Red,24-WG081-pink,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-pink-600x600.jpg
Home/Gear/Fitness Equipment,Sprite Stasis Ball 55 cm,£23.00,55 cm,Gray,24-WG081-gray,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-gray-600x600.jpg
Home/Gear/Fitness Equipment,Sprite Foam Roller,£19.00,,,24-WG088,"It hurts so good to use the Sprite Foam Roller on achy, tired muscles for myofascial massage therapy. Or you can add this fundamental piece to your Pilates and yoga accouterment, or apply towards core stability, strengthening and balance exercise. ",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-foam-roller-600x600.jpg
Home/Gear/Fitness Equipment,Sprite Foam Yoga Brick,£5.00,,,24-WG084,"Our top-selling yoga prop, the 4-inch, high-quality Sprite Foam Yoga Brick is popular among yoga novices and studio professionals alike. An essential yoga accessory, the yoga brick is a critical tool for finding balance and alignment in many common yoga poses. Choose from 5 color options.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-brick-600x600.jpg
Home/Clothing/Men/Tops/Tanks,Sinbad Fitness Tank,£29.00,"XS, S, M, L, XL",Blue,MT09,"Solid in color and construction, the 100% cotton-weave Sinbad Fitness Tank moves with you as you press, hold, crunch and stride your way to the ultimate you.,• Teal polyester tank.,• Premium fit tank top.,• Ultra lightweight.,• Naturally odor-resistant.",Tanks,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt09-blue_main-600x744.jpg
Home/Clothing/Men/Bottoms/Shorts|Clothing/Collections/New Luma Yoga Collection|Clothing,Sol Active Short,£32.00,"32, 33, 34, 36","Blue, Green, Purple",MSH10,"You’ll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.,• Light blue jersey shorts with mesh detail.,• 87% Spandex 13% Lycra.,• Machine wash cold, tumble dry low.,• Superior performance fabric.,• Flat-lock seams.",New Luma Yoga Collection|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh10-blue_main-600x744.jpg
Home/Clothing/Women/Bottoms/Pants|Clothing/Promotions/Pants|Clothing/Collections/Erin Recommends|Clothing,Sahara Leggings,£75.00,"28, 29","Blue, Gray, Red",WP05,"Contrast colors, full-length leggings, and opaque, high-stretch fabric define the Sahara. Flat-locked seams and quick-drying wicking properties prevent chafing. A deep elasticated waistband and carefully positioned seamlines create a flattering silhouette.,• Pinstripe legging with rouched ankles.,• Secret pocket at waistband.,• Flat seams for comfort.,• Shaped fit with low rise.,• 4-way stretch, moisture-wicking material.",Erin Recommends|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp05-gray_main-600x744.jpg
Home/Clothing/Men/Tops/Tanks,Sparta Gym Tank,£29.00,"XS, S, M, L, XL",Green,MT08,"The high performance Sparta Gym Tank is made with thin, light, merino wool and aims to be the perfect base layer or balmy weather running and fitness top.,• Green polyester tank.,• Ultra lightweight.,• Naturally odor-resistant.,• Close-to-body athletic fit.,• Chafe-resistant flatlock seams.",Tanks,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt08-green_main-600x744.jpg
Home/Clothing/Women/Tops/Hoodies & Sweatshirts,Selene Yoga Hoodie,£42.00,"XS, S, M, L, XL","Orange, Purple, White",WH05,"The Selene Yoga Hoodie gets you to and from the studio in semi form-fitted comfort. Snug, sleek contours add fashion to function in this free-moving yoga warm up sweatshirt.,• Ivory heather full zip 3/4 sleeve hoodie.,• Zip pocket at arm for convenient storage.,• 24.0″ body length.,• 89% Polyester / 11% Spandex.",Hoodies & Sweatshirts,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh05-white_main-600x744.jpg
Home/Clothing/Men/Bottoms/Shorts|Clothing/Collections/Performance Fabrics|Clothing,Meteor Workout Short,£32.50,"32, 33, 34, 36","Black, Blue, Green",MSH03,"Step into the Meteor Workout Short for an incredibly lightweight fitness experience. Its breathable construction and an inner brief provide additional comfort and support, while the adjustable waistband offers the perfect fit to take you to the finish.,• Royal blue shorts with light blue accents.,• Interior drawstring waistband. ,• 7″ inseam. ,• Machine wash/dry.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh03-blue_main-600x744.jpg
Home/Uncategorized,test product,£25.00,,,test-product,some description,Uncategorized,
Home/Clothing/Men/Tops/Tees,Ryker LumaTech™ Tee (Crew-neck),£32.00,"XS, S, M, L, XL","Black, Blue, Red",MS09,"The crew-neck Ryker LumaTech™ Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.,• Royal polyester tee with black accents.,• Relaxed fit. ,• Short-Sleeve. ,• Machine wash/dry.",Tees,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms09-blue_main-600x744.jpg
Home/Clothing/Men/Tops/Tees,Ryker LumaTech™ Tee (V-neck),£28.00,"XS, S, M, L, XL","Black, Blue, Gray",MS02,"Don’t be fooled by its classic style; the Ryker LumaTech™ Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.,• Relaxed fit. ,• Short-Sleeve. ,• Machine wash/dry.",Tees,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms02-gray_main-600x744.jpg
Home/Clothing/Men/Tops/Jackets,Taurus Elements Shell,£65.00,"XS, S, M, L, XL","Blue, White, Yellow",MJ09,"What’s a little rain or snow when you’re inside the Taurus Elements Shell? This specially engineered Cocona® jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.,• Yellow 1/4 zip pullover. ,• Two chest pockets.,• Standard fit. ,• Waterproof, breathable, seam sealed. ,• Cocona® performance fabric. ,• Machine wash/dry.",Jackets,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj09-yellow_main-600x745.jpg
Home/Clothing/Women/Bottoms/Shorts|Clothing/Collections/Performance Fabrics|Clothing,Sybil Running Short,£44.00,"28, 29, 30, 31, 32",Purple,WSH08,"Fortunately, it’s okay to look cute while you’re working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.,• Blue running shorts with green waist.,• Drawstring-adjustable waist.,• 4″ inseam. Machine wash/line dry.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh08-purple_main-600x744.jpg
Home/Clothing/Women/Bottoms/Pants|Clothing/Promotions/Pants|Clothing,Sylvia Capri,£42.00,"28, 29","Blue, Green, Red",WP11,"Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.,• Green striped capri.,• Strategic side seam,• Comfort gusset with lining.,• Flat seaming.,• Wide waistband.,• Moisture wicking.",Pants|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp11-green_main-600x744.jpg
Home/Gear/Bags|Collections/Erin Recommends,Strive Shoulder Pack,£32.00,,,24-MB04,"Convenience is next to nothing when your day is crammed with action. So whether you’re heading to class, gym, or the unbeaten path, make sure you’ve got your Strive Shoulder Pack stuffed with all your essentials, and extras as well.",Erin Recommends,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb04-black-0-600x744.jpg
Home/Gear/Watches|Collections/New Luma Yoga Collection,Summit Watch,£54.00,,,24-MG03,"Trek high and low in the attractive Summit Watch, which features a digital LED display with time and date, stopwatch, lap counter, and 3-second backlight. It can also calculate the number of steps taken and calories burned.",New Luma Yoga Collection,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mg03-br-0-600x744.jpg
